Date,Price_Baoshan Iron & Steel Stock Price History,Price_Beijing Tongrentang Stock Price History,Price_China Shenhua Energy SH Stock Price History,Price_Huaneng Power International Stock Price History,Price_SAIC Motor Corp Stock Price History
2019-11-14,5.34,26.86,17.25,5.53,22.97
2019-11-15,5.28,26.45,16.9,5.44,23.17
2019-11-18,5.27,26.83,17.16,5.53,22.82
2019-11-19,5.37,26.91,17.26,5.69,22.82
2019-11-20,5.38,26.86,17.23,5.74,22.77
2019-11-21,5.38,26.64,17.19,5.85,22.56
2019-11-22,5.5,26.44,17.3,5.87,22.5
2019-11-25,5.76,26.58,17.8,5.95,23.1
2019-11-26,5.66,27.22,17.66,5.91,23.43
2019-11-27,5.6,26.84,17.4,5.95,23.35
2019-11-28,5.5,26.86,17.24,5.96,23.04
2019-11-29,5.47,26.6,17.21,5.99,23.25
2019-12-02,5.46,26.33,17.29,6.1,23.18
2019-12-03,5.39,26.17,17.38,6.07,23.21
2019-12-04,5.43,25.92,17.18,5.91,22.76
2019-12-05,5.4,26.04,17.16,5.85,22.8
2019-12-06,5.41,26.11,17.17,5.79,22.75
2019-12-09,5.63,25.62,17.49,5.83,22.68
2019-12-10,5.61,25.81,17.25,5.81,23.16
2019-12-11,5.66,25.71,17.28,5.75,23.42
2019-12-12,5.56,25.56,17.16,5.68,23.52
2019-12-13,5.69,25.8,17.28,5.74,23.7
2019-12-16,5.73,25.96,17.39,5.73,23.82
2019-12-17,5.8,26.19,17.67,5.82,23.9
2019-12-18,5.76,26.06,17.57,5.81,23.88
2019-12-19,5.73,26.16,17.72,5.83,23.87
2019-12-20,5.62,26.14,17.77,5.8,23.98
2019-12-23,5.58,25.86,17.47,5.67,23.7
2019-12-24,5.64,26.17,17.62,5.68,23.62
2019-12-25,5.58,27.29,17.55,5.68,23.62
2019-12-26,5.63,28.5,17.69,5.7,23.66
2019-12-27,5.68,27.94,17.82,5.59,23.88
2019-12-30,5.75,27.9,18.26,5.57,23.85
2019-12-31,5.74,28.18,18.25,5.58,23.85
2020-01-02,5.8,28.08,18.59,5.64,24.17
2020-01-03,5.8,28.0,18.56,5.64,24.1
2020-01-06,5.75,27.84,18.78,5.65,23.36
2020-01-07,5.83,27.71,18.82,5.69,23.53
2020-01-08,5.74,27.22,18.35,5.59,23.89
2020-01-09,5.8,27.43,18.4,5.62,24.95
2020-01-10,5.74,27.39,18.16,5.59,25.05
2020-01-13,5.73,27.43,18.19,5.61,25.3
2020-01-14,5.72,27.53,18.15,5.66,24.97
2020-01-15,5.68,27.17,17.83,5.6,24.56
2020-01-16,5.64,27.04,17.8,5.54,24.8
2020-01-17,5.72,27.23,17.9,5.52,24.74
2020-01-20,5.74,27.99,17.7,5.53,24.15
2020-01-21,5.6,28.17,17.52,5.45,23.1
2020-01-22,5.6,27.77,17.7,5.5,23.21
2020-01-23,5.43,27.35,17.28,5.41,22.61
2020-02-03,4.89,28.3,15.98,4.87,20.5
2020-02-04,5.19,28.08,16.25,4.87,20.4
2020-02-05,5.16,29.41,16.24,4.88,20.89
2020-02-06,5.2,29.55,16.27,4.92,21.01
2020-02-07,5.22,28.88,16.18,4.95,21.25
2020-02-10,5.29,28.14,16.35,4.94,21.4
2020-02-11,5.33,28.0,16.65,4.93,21.33
2020-02-12,5.32,27.88,16.65,4.94,21.65
2020-02-13,5.27,27.35,16.58,4.85,21.56
2020-02-14,5.29,27.49,16.72,4.84,21.49
2020-02-17,5.42,28.09,16.89,4.93,22.74
2020-02-18,5.38,28.07,16.73,4.94,22.58
2020-02-19,5.36,27.51,16.6,4.91,22.75
2020-02-20,5.4,27.71,16.76,4.99,23.0
2020-02-21,5.39,27.81,16.74,5.0,23.85
2020-02-24,5.34,27.61,16.53,4.93,23.7
2020-02-25,5.23,27.57,16.24,4.86,23.68
2020-02-26,5.32,27.05,16.45,4.9,23.51
2020-02-27,5.29,26.85,16.41,4.89,23.35
2020-02-28,5.2,26.14,16.0,4.7,22.21
2020-03-02,5.42,26.58,16.61,4.81,23.2
2020-03-03,5.4,26.66,16.77,4.83,23.5
2020-03-04,5.42,26.53,16.72,4.89,23.68
2020-03-05,5.5,26.93,17.05,4.95,23.61
2020-03-06,5.39,26.74,16.77,4.89,22.92
2020-03-09,5.28,26.27,16.28,4.77,22.26
2020-03-10,5.3,26.29,16.55,4.83,23.3
2020-03-11,5.25,26.31,16.42,4.85,22.9
2020-03-12,5.18,25.86,16.26,4.76,22.67
2020-03-13,5.11,25.35,16.03,4.68,22.16
2020-03-16,4.96,25.52,15.93,4.65,20.86
2020-03-17,4.9,25.07,15.7,4.59,20.71
2020-03-18,4.87,24.81,15.52,4.47,20.1
2020-03-19,4.72,24.24,14.78,4.32,19.02
2020-03-20,4.78,24.49,14.89,4.37,19.05
2020-03-23,4.6,24.13,14.78,4.46,17.7
2020-03-24,4.69,24.34,15.58,4.61,19.0
2020-03-25,4.79,24.8,15.68,4.62,20.53
2020-03-26,4.72,25.13,15.94,4.56,20.09
2020-03-27,4.77,25.18,16.27,4.59,20.53
2020-03-30,4.75,25.45,16.58,4.68,21.08
2020-03-31,4.87,25.35,16.24,4.69,20.5
2020-04-01,4.8,24.85,16.0,4.47,19.72
2020-04-02,4.81,24.9,16.25,4.43,19.45
2020-04-03,4.79,24.78,16.12,4.33,19.33
2020-04-07,4.87,25.05,16.14,4.37,19.42
2020-04-08,4.93,25.07,16.14,4.36,19.29
2020-04-09,4.92,25.23,16.0,4.38,19.47
2020-04-10,4.85,24.96,15.89,4.34,18.92
2020-04-13,4.84,25.03,15.85,4.27,18.68
2020-04-14,4.91,25.25,16.17,4.31,18.95
2020-04-15,4.9,25.43,15.93,4.23,18.59
2020-04-16,4.9,25.46,16.0,4.3,18.97
2020-04-17,4.93,25.27,16.03,4.25,19.0
2020-04-20,4.89,25.24,15.92,4.22,18.8
2020-04-21,4.84,25.03,15.37,4.2,18.61
2020-04-22,4.83,25.0,15.38,4.2,18.55
2020-04-23,4.83,25.19,15.3,4.22,18.37
2020-04-24,4.82,24.87,15.16,4.18,18.26
2020-04-27,4.83,25.01,15.32,4.2,17.99
2020-04-28,4.75,25.06,15.37,4.13,17.86
2020-04-29,4.77,25.61,15.65,4.14,18.09
2020-04-30,4.87,25.68,15.93,4.22,18.9
2020-05-06,4.9,25.8,15.77,4.22,19.62
2020-05-07,4.83,25.58,15.77,4.34,19.65
2020-05-08,4.88,25.56,15.86,4.31,20.29
2020-05-11,4.92,25.3,15.89,4.32,20.1
2020-05-12,4.89,25.26,15.97,4.29,19.79
2020-05-13,4.92,25.3,15.9,4.4,19.52
2020-05-14,4.83,25.03,15.87,4.34,18.94
2020-05-15,4.78,25.1,16.03,4.36,18.6
2020-05-18,4.78,25.18,16.04,4.33,18.48
2020-05-19,4.83,25.37,16.49,4.34,18.71
2020-05-20,4.8,25.19,16.37,4.36,18.61
2020-05-21,4.77,25.12,16.21,4.27,18.51
2020-05-22,4.72,24.77,15.91,4.19,18.36
2020-05-25,4.75,24.85,16.1,4.3,18.75
2020-05-26,4.78,25.07,16.1,4.4,18.79
2020-05-27,4.86,24.98,16.45,4.43,18.23
2020-05-28,4.89,24.85,16.44,4.39,18.18
2020-05-29,4.89,25.06,16.38,4.33,17.92
2020-06-01,4.92,25.49,16.56,4.38,18.3
2020-06-02,4.9,25.6,16.54,4.4,18.23
2020-06-03,4.62,26.93,16.67,4.36,18.94
2020-06-04,4.6,26.54,16.39,4.27,18.23
2020-06-05,4.56,26.1,16.38,4.3,18.23
2020-06-08,4.56,26.18,16.65,4.33,18.3
2020-06-09,4.58,26.4,16.96,4.35,18.3
2020-06-10,4.57,26.13,16.73,4.26,18.11
2020-06-11,4.51,25.71,16.4,4.22,18.05
2020-06-12,4.57,25.78,16.28,4.21,17.99
2020-06-15,4.5,26.15,14.61,4.14,17.72
2020-06-16,4.62,26.23,14.65,4.16,17.8
2020-06-17,4.65,26.54,14.76,4.15,17.87
2020-06-18,4.79,26.38,14.96,4.24,17.84
2020-06-19,4.75,26.39,14.96,4.27,18.25
2020-06-22,4.71,26.4,14.78,4.24,18.12
2020-06-23,4.61,26.88,14.65,4.21,17.97
2020-06-24,4.6,26.69,14.68,4.21,18.19
2020-06-29,4.56,26.77,14.39,4.19,17.98
2020-06-30,4.56,27.12,14.36,4.22,16.99
2020-07-01,4.64,27.53,14.74,4.25,17.25
2020-07-02,4.71,27.47,15.11,4.38,17.86
2020-07-03,4.81,27.98,15.88,4.47,18.65
2020-07-06,5.15,28.71,16.9,4.64,19.76
2020-07-07,5.21,28.37,16.94,4.69,19.2
2020-07-08,5.32,28.2,16.85,4.75,19.18
2020-07-09,5.43,28.55,17.04,4.78,19.32
2020-07-10,5.25,28.2,16.46,4.69,18.93
2020-07-13,5.29,29.35,16.61,4.74,19.24
2020-07-14,5.25,28.94,16.48,4.71,20.16
2020-07-15,5.12,28.82,16.16,4.68,19.21
2020-07-16,4.96,27.3,15.71,4.57,18.49
2020-07-17,4.89,26.93,15.58,4.63,18.56
2020-07-20,5.18,27.1,16.26,4.98,19.08
2020-07-21,5.13,27.21,16.18,4.86,18.93
2020-07-22,5.11,27.18,15.98,4.79,18.94
2020-07-23,5.05,27.3,15.76,4.77,18.59
2020-07-24,4.91,26.34,15.48,4.66,17.96
2020-07-27,4.89,26.37,15.54,4.75,18.08
2020-07-28,4.91,26.36,15.59,4.73,18.01
2020-07-29,4.97,26.9,15.66,4.71,18.36
2020-07-30,4.92,27.22,15.45,4.71,18.12
2020-07-31,4.92,27.04,15.33,4.69,18.18
2020-08-03,4.97,27.63,15.59,4.72,18.38
2020-08-04,4.99,27.57,15.64,4.69,18.4
2020-08-05,4.92,30.32,15.52,4.65,18.19
2020-08-06,4.93,29.18,15.46,4.6,18.27
2020-08-07,4.87,30.68,15.36,4.57,18.1
2020-08-10,4.91,33.5,15.46,4.63,18.3
2020-08-11,4.89,32.35,15.37,4.58,18.34
2020-08-12,4.91,30.9,15.55,4.74,18.32
2020-08-13,4.95,30.61,15.53,4.81,18.38
2020-08-14,4.95,30.45,15.63,4.83,18.45
2020-08-17,5.06,30.81,16.01,5.01,18.87
2020-08-18,5.04,30.94,16.06,5.08,18.77
2020-08-19,5.03,30.13,16.0,5.59,18.41
2020-08-20,5.04,29.82,15.86,5.9,18.16
2020-08-21,5.08,30.26,15.82,6.2,18.27
2020-08-24,5.02,30.1,15.93,5.99,18.64
2020-08-25,4.96,29.43,15.8,5.6,18.69
2020-08-26,4.9,28.75,15.56,5.65,18.3
2020-08-27,4.9,28.75,15.54,5.43,19.2
2020-08-28,4.98,30.4,15.85,5.57,18.94
2020-08-31,4.94,29.7,16.16,5.51,18.66
2020-09-01,4.96,29.73,16.15,5.85,19.02
2020-09-02,4.98,30.18,15.96,5.78,18.91
2020-09-03,5.02,31.9,16.1,5.7,19.21
2020-09-04,5.01,30.5,16.17,5.54,19.26
2020-09-07,4.98,29.17,16.07,5.45,19.4
2020-09-08,5.05,29.25,16.49,5.66,20.04
2020-09-09,5.1,28.52,16.26,5.69,19.2
2020-09-10,5.03,27.88,16.28,5.88,19.14
2020-09-11,5.03,28.76,15.99,5.83,18.99
2020-09-14,5.02,28.23,16.06,5.85,19.43
2020-09-15,5.01,28.5,16.06,5.73,19.67
2020-09-16,5.06,28.92,16.25,5.72,19.89
2020-09-17,5.06,28.69,16.15,5.59,20.32
2020-09-18,5.13,28.8,16.66,5.8,20.25
2020-09-21,5.11,29.01,16.67,5.59,20.13
2020-09-22,5.03,28.45,16.45,5.52,19.74
2020-09-23,5.0,28.46,16.29,5.46,19.83
2020-09-24,4.92,27.74,16.11,5.35,19.3
2020-09-25,4.92,27.18,16.33,5.46,19.21
2020-09-28,4.95,27.01,16.58,5.39,19.29
2020-09-29,4.96,27.12,16.51,5.3,19.13
2020-09-30,4.99,26.98,16.47,5.41,19.13
2020-10-09,5.05,27.38,16.58,5.41,19.8
2020-10-12,5.09,27.91,16.74,5.5,20.1
2020-10-13,5.04,27.79,16.79,5.43,20.67
2020-10-14,5.0,27.33,16.66,5.24,20.5
2020-10-15,5.01,26.93,16.75,5.18,20.46
2020-10-16,5.21,27.45,17.02,5.28,20.59
2020-10-19,5.3,26.76,16.84,5.17,20.49
2020-10-20,5.14,27.05,16.81,5.23,21.11
2020-10-21,5.21,27.09,16.75,5.14,21.52
2020-10-22,5.2,27.12,16.84,5.02,21.14
2020-10-23,5.33,26.99,16.68,4.96,21.25
2020-10-26,5.35,26.9,16.6,5.25,21.16
2020-10-27,5.43,26.72,16.73,5.08,21.09
2020-10-28,5.46,26.45,16.6,5.0,21.72
2020-10-29,5.52,26.73,16.51,4.99,22.7
2020-10-30,5.34,26.9,16.65,4.88,23.15
2020-11-02,5.55,26.26,16.7,4.72,24.1
2020-11-03,5.59,27.16,16.83,4.99,23.81
2020-11-04,5.75,26.95,17.12,4.85,25.41
2020-11-05,6.12,27.37,17.23,4.94,27.5
2020-11-06,6.19,27.8,17.83,5.14,27.72
2020-11-09,6.54,27.95,17.92,5.16,28.4
2020-11-10,6.45,27.54,17.85,5.14,26.75
2020-11-11,6.39,27.96,18.0,5.22,26.25
2020-11-12,6.39,27.81,17.72,5.07,26.42
2020-11-13,6.35,27.22,17.48,5.01,26.19
2020-11-16,6.54,27.47,17.8,5.05,25.9
2020-11-17,6.36,27.17,17.85,5.09,26.06
2020-11-18,6.31,27.14,17.79,5.12,25.65
2020-11-19,6.29,27.26,17.62,5.06,26.01
2020-11-20,6.49,27.15,17.73,5.08,27.12
2020-11-23,6.39,27.27,18.38,5.13,26.85
2020-11-24,6.52,26.99,18.4,5.05,26.05
2020-11-25,6.38,26.7,18.42,5.06,26.18
2020-11-26,6.38,26.75,18.96,5.25,24.95
2020-11-27,6.32,26.69,19.3,5.16,27.08
2020-11-30,6.21,26.9,19.62,5.14,26.51
2020-12-01,6.3,26.92,19.74,5.1,26.5
2020-12-02,6.47,25.97,19.99,5.05,25.71
2020-12-03,6.2,25.06,19.07,5.0,25.62
2020-12-04,6.07,25.28,18.89,4.95,25.24
2020-12-07,5.96,25.21,18.48,4.85,24.34
2020-12-08,5.97,24.84,18.4,4.85,24.36
2020-12-09,5.92,24.5,18.6,4.74,23.68
2020-12-10,6.16,24.66,18.54,4.74,23.76
2020-12-11,6.11,24.9,18.63,4.58,23.8
2020-12-14,5.96,24.95,17.45,4.59,24.37
2020-12-15,5.91,24.68,17.66,4.49,24.3
2020-12-16,5.88,25.1,17.74,4.43,23.83
2020-12-17,6.12,24.93,18.13,4.53,24.36
2020-12-18,6.23,25.1,19.07,4.71,24.67
2020-12-21,6.2,24.97,18.8,4.66,24.77
2020-12-22,5.93,24.62,17.8,4.54,23.23
2020-12-23,6.03,24.2,17.95,4.59,24.35
2020-12-24,5.94,23.45,18.02,4.58,23.92
2020-12-25,6.06,23.55,18.47,4.73,23.4
2020-12-28,5.99,23.42,18.55,4.72,25.74
2020-12-29,5.88,23.35,18.05,4.57,23.82
2020-12-30,5.97,23.47,18.03,4.53,24.41
2020-12-31,5.95,23.9,18.01,4.48,24.44
2021-01-04,6.09,24.38,17.99,4.5,23.55
2021-01-05,5.94,25.72,17.65,4.4,22.71
2021-01-06,5.95,25.4,17.95,4.43,22.97
2021-01-07,6.36,25.08,18.26,4.4,23.23
2021-01-08,6.56,25.31,18.63,4.47,25.55
2021-01-11,6.29,24.77,18.06,4.35,26.43
2021-01-12,6.35,24.71,18.22,4.36,26.16
2021-01-13,6.5,24.19,18.81,4.5,25.05
2021-01-14,6.84,24.5,18.62,4.52,25.12
2021-01-15,6.35,24.5,18.73,4.46,25.7
2021-01-18,6.29,25.3,18.92,4.45,24.77
2021-01-19,6.21,25.15,18.74,4.56,23.69
2021-01-20,6.82,25.3,18.81,4.51,23.45
2021-01-21,6.81,25.56,18.9,4.44,23.73
2021-01-22,6.65,25.17,18.66,4.37,23.57
2021-01-25,6.83,24.82,18.25,4.29,23.05
2021-01-26,7.03,24.3,18.04,4.28,22.7
2021-01-27,6.98,24.16,18.1,4.25,23.37
2021-01-28,6.79,23.74,17.76,4.2,22.7
2021-01-29,6.56,23.63,17.4,4.17,21.94
2021-02-01,6.58,24.17,16.98,4.04,21.68
2021-02-02,6.51,24.29,16.86,3.99,22.65
2021-02-03,6.65,24.02,16.77,3.89,22.15
2021-02-04,6.65,23.95,16.68,3.84,21.66
2021-02-05,6.67,24.03,16.35,3.87,21.57
2021-02-08,6.84,25.45,16.42,3.81,21.72
2021-02-09,6.93,25.83,16.62,3.82,21.27
2021-02-10,6.81,25.65,16.73,3.84,21.93
2021-02-18,7.15,26.63,17.42,3.94,21.99
2021-02-19,7.28,26.52,18.11,4.06,22.3
2021-02-22,8.0,25.76,18.89,4.18,22.3
2021-02-23,7.94,27.65,18.36,4.11,21.87
2021-02-24,7.54,26.37,18.13,4.13,21.31
2021-02-25,7.75,26.88,18.52,4.16,21.65
2021-02-26,7.52,27.0,17.75,4.03,21.25
2021-03-01,8.04,27.0,17.82,4.05,21.22
2021-03-02,7.99,26.52,17.98,4.08,20.89
2021-03-03,8.74,26.54,18.36,4.14,21.17
2021-03-04,8.6,26.08,18.1,4.3,20.72
2021-03-05,7.93,26.79,18.18,4.25,20.84
2021-03-08,8.03,26.32,18.01,4.39,20.45
2021-03-09,8.49,26.12,18.12,4.28,20.46
2021-03-10,8.3,25.5,17.97,4.26,19.98
2021-03-11,8.87,25.56,18.28,4.36,20.07
2021-03-12,9.07,25.8,18.57,4.52,20.34
2021-03-15,9.13,25.65,19.2,4.46,20.08
2021-03-16,8.95,25.73,19.04,4.48,20.31
2021-03-17,8.68,25.53,18.97,4.34,20.52
2021-03-18,8.92,25.55,18.92,4.38,20.42
2021-03-19,9.02,25.62,18.7,4.48,20.04
2021-03-22,8.96,26.44,18.71,4.76,20.51
2021-03-23,8.54,26.47,18.13,4.63,20.35
2021-03-24,8.03,26.48,17.78,4.53,20.18
2021-03-25,7.92,26.9,18.1,4.3,19.95
2021-03-26,8.14,26.89,18.13,4.37,20.1
2021-03-29,8.21,27.29,19.94,4.38,19.88
2021-03-30,8.19,29.34,20.39,4.29,19.79
2021-03-31,8.08,29.95,20.1,4.41,19.67
2021-04-01,8.43,30.06,19.88,4.43,19.8
2021-04-02,8.18,29.4,19.78,4.32,19.9
2021-04-06,8.23,28.94,19.5,4.28,20.07
2021-04-07,8.5,28.76,19.52,4.31,20.11
2021-04-08,8.61,28.9,19.52,4.2,20.33
2021-04-09,8.66,29.06,19.51,4.2,20.03
2021-04-12,8.4,29.11,19.6,4.24,20.03
2021-04-13,8.21,28.85,19.32,4.16,19.84
2021-04-14,8.26,28.9,19.53,4.17,19.95
2021-04-15,8.24,27.94,19.77,4.08,19.78
2021-04-16,8.27,28.89,19.82,4.13,20.48
2021-04-19,8.23,29.04,19.85,4.17,21.35
2021-04-20,8.42,29.3,19.89,4.17,20.56
2021-04-21,8.07,29.33,19.69,4.1,20.08
2021-04-22,8.29,29.32,19.93,4.1,20.1
2021-04-23,8.64,29.16,19.55,4.07,19.94
2021-04-26,8.66,28.5,19.24,4.04,19.83
2021-04-27,8.54,28.35,19.1,3.98,19.59
2021-04-28,8.8,28.8,19.5,4.19,19.43
2021-04-29,8.69,28.54,19.63,4.23,19.75
2021-04-30,8.63,30.58,19.21,4.22,20.06
2021-05-06,9.01,29.91,19.79,4.23,20.27
2021-05-07,9.03,29.41,20.02,4.26,19.94
2021-05-10,9.19,28.88,20.97,4.28,20.28
2021-05-11,8.78,28.97,20.53,4.27,20.1
2021-05-12,8.79,28.64,20.89,4.24,20.64
2021-05-13,8.2,30.0,20.19,4.2,20.13
2021-05-14,8.13,32.49,19.96,4.23,20.37
2021-05-17,8.09,33.04,20.2,4.22,20.58
2021-05-18,8.16,36.1,20.47,4.23,20.4
2021-05-19,7.9,36.49,20.3,4.2,20.67
2021-05-20,7.76,36.53,19.61,4.16,20.44
2021-05-21,7.88,36.38,19.65,4.26,20.19
2021-05-24,7.73,35.64,19.58,4.23,19.98
2021-05-25,7.74,37.7,19.76,4.23,20.23
2021-05-26,7.76,40.58,19.83,4.26,20.32
2021-05-27,7.87,43.6,19.98,4.23,20.3
2021-05-28,7.86,43.0,19.93,4.23,20.38
2021-05-31,7.88,42.18,19.98,4.21,20.28
2021-06-01,7.95,41.59,20.07,4.17,20.34
2021-06-02,7.78,40.35,20.16,4.2,20.4
2021-06-03,7.84,39.77,20.45,4.16,20.23
2021-06-04,7.9,39.1,20.28,4.14,20.13
2021-06-07,7.73,38.7,20.3,4.17,20.06
2021-06-08,7.88,37.77,20.21,4.14,20.12
2021-06-09,7.94,37.22,20.54,4.15,20.02
2021-06-10,7.94,37.36,20.43,4.12,19.95
2021-06-11,8.02,34.79,20.58,4.16,19.91
2021-06-15,7.78,34.35,20.3,4.09,21.1
2021-06-16,7.69,33.5,20.47,4.1,20.48
2021-06-17,7.35,33.6,20.32,4.08,20.27
2021-06-18,7.0,34.08,19.84,4.07,21.7
2021-06-21,7.13,34.72,19.46,4.06,21.26
2021-06-22,7.15,35.0,19.42,4.08,22.1
2021-06-23,7.49,35.89,19.87,4.11,22.05
2021-06-24,7.64,35.24,19.97,4.13,21.99
2021-06-25,7.67,36.1,20.32,4.15,22.57
2021-06-28,7.65,39.71,19.65,4.31,22.41
2021-06-29,7.57,40.38,19.45,4.26,21.75
2021-06-30,7.64,40.85,19.52,4.22,21.97
2021-07-01,7.73,41.56,19.42,4.21,21.56
2021-07-02,7.63,39.96,19.28,4.22,21.04
2021-07-05,7.5,39.23,19.96,4.19,21.08
2021-07-06,7.45,36.33,19.92,4.24,21.05
2021-07-07,7.59,36.25,19.9,4.03,21.46
2021-07-08,7.58,36.81,19.73,4.0,21.29
2021-07-09,7.7,36.13,19.98,3.99,21.93
2021-07-12,7.65,36.07,17.62,3.97,21.8
2021-07-13,7.64,36.19,17.78,3.98,21.68
2021-07-14,7.51,36.5,17.91,3.96,20.8
2021-07-15,8.05,36.13,17.91,3.92,20.52
2021-07-16,7.98,36.85,18.08,3.91,20.79
2021-07-19,7.86,40.0,18.2,3.86,20.65
2021-07-20,7.62,39.0,17.9,3.85,20.41
2021-07-21,7.66,39.94,17.63,3.84,20.48
2021-07-22,8.06,37.98,17.74,3.87,20.38
2021-07-23,8.09,37.11,17.77,3.92,20.7
2021-07-26,7.76,36.61,17.27,3.85,19.92
2021-07-27,7.37,34.2,17.03,3.94,19.83
2021-07-28,7.17,34.22,16.88,3.84,19.04
2021-07-29,7.23,34.43,16.88,3.77,19.09
2021-07-30,7.92,34.21,17.0,3.83,18.34
2021-08-02,7.3,35.18,17.24,3.96,18.91
2021-08-03,7.16,35.29,17.26,3.98,18.75
2021-08-04,7.38,35.02,17.35,3.97,18.97
2021-08-05,7.35,34.75,17.43,3.96,19.05
2021-08-06,7.46,33.7,17.52,3.98,19.16
2021-08-09,7.75,35.14,17.58,3.96,19.09
2021-08-10,7.93,35.28,17.69,3.94,19.12
2021-08-11,8.05,34.53,17.91,4.02,19.11
2021-08-12,8.29,33.94,17.89,4.0,19.7
2021-08-13,8.25,33.96,17.96,4.02,19.27
2021-08-16,8.47,34.5,17.93,4.14,19.17
2021-08-17,8.3,33.56,17.78,4.05,18.71
2021-08-18,8.36,33.71,17.56,4.23,18.82
2021-08-19,8.41,33.17,17.39,4.65,18.75
2021-08-20,8.39,32.27,17.26,4.75,18.38
2021-08-23,8.33,32.25,17.68,5.23,18.41
2021-08-24,8.4,32.68,17.8,5.2,18.59
2021-08-25,8.53,34.45,18.02,5.35,18.56
2021-08-26,8.93,33.34,18.24,5.2,18.37
2021-08-27,9.1,33.28,18.16,5.2,18.89
2021-08-30,9.64,33.38,18.93,5.32,19.38
2021-08-31,10.19,32.83,20.0,5.55,19.32
2021-09-01,10.25,32.98,19.53,5.84,19.66
2021-09-02,10.4,32.52,20.11,6.42,19.87
2021-09-03,10.05,33.82,19.97,7.06,19.44
2021-09-06,10.24,35.1,20.77,7.33,19.95
2021-09-07,10.84,35.05,21.28,7.11,20.94
2021-09-08,10.53,34.74,21.81,7.1,20.85
2021-09-09,11.42,34.98,23.99,6.98,20.96
2021-09-10,11.24,34.48,22.4,6.78,21.0
2021-09-13,11.84,33.51,23.95,6.94,20.67
2021-09-14,11.04,32.97,23.16,6.67,20.43
2021-09-15,11.03,33.09,22.87,6.71,20.21
2021-09-16,11.01,31.99,23.16,6.28,20.01
2021-09-17,10.45,31.51,21.62,6.65,20.11
2021-09-22,10.46,31.35,23.78,7.32,19.95
2021-09-23,10.35,31.63,23.43,8.05,20.02
2021-09-24,9.61,31.64,21.9,8.32,19.68
2021-09-27,9.25,32.16,21.93,7.97,19.73
2021-09-28,9.23,31.43,22.81,8.22,19.53
2021-09-29,8.61,31.17,22.17,7.9,19.2
2021-09-30,8.7,31.36,22.66,8.27,19.08
2021-10-08,8.62,31.96,21.4,7.44,19.55
2021-10-11,8.39,32.04,22.42,7.2,19.76
2021-10-12,8.04,31.6,22.24,6.99,19.55
2021-10-13,8.07,33.81,21.52,6.59,20.25
2021-10-14,8.04,33.37,21.19,6.69,20.55
2021-10-15,7.77,33.6,21.96,6.65,20.82
2021-10-18,7.82,33.46,23.59,6.81,21.01
2021-10-19,7.88,34.1,23.46,6.77,20.96
2021-10-20,7.8,33.52,21.97,7.45,20.98
2021-10-21,7.69,32.91,23.06,7.31,20.98
2021-10-22,7.44,33.11,21.63,7.01,20.96
2021-10-25,7.46,32.77,22.35,7.07,20.97
2021-10-26,7.41,32.83,21.86,6.88,20.73
2021-10-27,7.22,31.9,20.98,7.57,20.38
2021-10-28,7.07,31.56,20.15,7.75,19.84
2021-10-29,7.13,32.08,19.89,7.71,20.28
2021-11-01,7.01,34.08,20.09,7.42,19.97
2021-11-02,6.76,33.85,19.6,6.98,20.22
2021-11-03,6.85,34.17,20.1,7.18,20.19
2021-11-04,6.71,34.26,20.14,7.03,20.66
2021-11-05,6.41,33.5,19.5,6.45,22.73
2021-11-08,6.41,32.27,19.79,6.38,23.01
2021-11-09,6.31,32.67,19.45,6.49,22.16
2021-11-10,6.37,32.72,19.08,6.38,21.42
2021-11-11,6.57,32.51,19.23,6.1,21.32
2021-11-12,6.37,32.55,19.12,6.01,21.38
2021-11-15,6.5,32.6,19.13,5.99,21.14
2021-11-16,6.32,33.62,18.95,5.78,20.62
2021-11-17,6.46,33.73,19.03,5.83,20.76
2021-11-18,6.42,32.82,19.1,5.92,20.64
2021-11-19,6.53,33.48,19.34,5.96,20.68
2021-11-22,6.43,33.18,19.37,5.86,20.88
2021-11-23,6.59,35.24,19.58,5.84,21.04
2021-11-24,6.78,34.44,20.16,5.95,20.6
2021-11-25,6.72,37.0,20.31,5.96,20.56
2021-11-26,6.77,36.81,19.72,5.72,20.16
2021-11-29,6.66,36.12,19.57,6.23,20.09
2021-11-30,6.52,36.31,19.54,6.21,19.95
2021-12-01,6.77,37.11,20.1,6.68,20.19
2021-12-02,6.99,36.8,20.68,6.57,20.59
2021-12-03,7.01,36.8,22.6,7.23,20.52
2021-12-06,7.01,37.1,22.19,7.34,20.25
2021-12-07,7.23,38.35,22.08,7.78,20.86
2021-12-08,7.18,38.37,21.75,8.0,20.93
2021-12-09,7.11,37.99,21.8,8.47,21.79
2021-12-10,7.01,37.21,21.7,8.13,21.83
2021-12-13,7.08,37.6,21.8,8.75,21.73
2021-12-14,6.96,37.65,21.24,8.7,21.27
2021-12-15,7.0,37.47,21.37,9.32,21.13
2021-12-16,7.47,38.01,22.85,9.37,21.31
2021-12-17,7.49,38.9,22.03,8.97,20.95
2021-12-20,7.24,39.94,21.76,8.89,20.59
2021-12-21,7.48,39.99,22.2,9.0,20.87
2021-12-22,7.34,42.8,22.11,9.03,20.65
2021-12-23,7.38,43.35,22.67,9.93,20.82
