Date,Price_Baoshan Iron & Steel Stock Price History,Price_Beijing Tongrentang Stock Price History,Price_China Shenhua Energy SH Stock Price History,Price_Huaneng Power International Stock Price History,Price_SAIC Motor Corp Stock Price History
2024-02-05,6.22,40.6,38.13,8.55,13.78
2024-02-06,6.32,43.4,37.74,8.55,14.15
2024-02-07,6.29,43.55,38.59,8.52,14.41
2024-02-08,6.31,43.77,38.07,8.74,14.58
2024-02-19,6.44,44.28,39.81,8.99,14.55
2024-02-20,6.56,44.8,39.76,8.95,14.63
2024-02-21,6.55,44.81,39.58,8.81,14.73
2024-02-22,6.66,44.91,40.83,8.98,14.85
2024-02-23,6.66,44.82,39.85,8.98,14.9
2024-02-26,6.58,44.75,38.6,8.73,14.78
2024-02-27,6.65,44.7,38.58,8.63,14.89
2024-02-28,6.6,44.41,39.0,8.89,14.76
2024-02-29,6.67,44.5,38.6,8.82,14.96
2024-03-01,6.68,44.0,38.38,8.63,14.98
2024-03-04,6.64,43.77,38.99,8.95,14.97
2024-03-05,6.73,43.89,39.55,9.13,15.18
2024-03-06,6.7,43.35,39.42,9.1,15.01
2024-03-07,6.84,42.84,40.09,9.28,15.0
2024-03-08,6.86,42.82,39.75,9.45,15.0
2024-03-11,6.8,43.1,38.7,9.37,14.98
2024-03-12,6.61,44.74,37.18,9.01,14.91
2024-03-13,6.6,43.85,37.07,9.05,14.83
2024-03-14,6.61,43.32,37.42,9.14,14.67
2024-03-15,6.57,43.54,37.31,9.28,14.63
2024-03-18,6.63,43.14,36.76,9.28,14.84
2024-03-19,6.59,42.84,37.33,9.18,14.74
2024-03-20,6.58,42.7,37.49,9.11,14.9
2024-03-21,6.54,42.83,37.67,8.99,14.9
2024-03-22,6.48,42.0,37.94,9.0,14.85
2024-03-25,6.49,41.13,38.51,9.07,14.73
2024-03-26,6.49,40.6,38.03,9.27,15.01
2024-03-27,6.51,41.4,38.84,9.17,14.97
2024-03-28,6.47,41.68,38.64,9.15,14.95
2024-03-29,6.64,40.99,39.09,9.38,15.07
2024-04-01,6.63,41.8,38.38,9.2,15.27
2024-04-02,6.69,40.84,39.05,9.45,15.29
2024-04-03,6.67,41.27,39.59,9.44,15.35
2024-04-08,6.71,40.77,39.58,9.83,15.31
2024-04-09,6.64,41.55,39.69,9.78,15.3
2024-04-10,6.64,41.91,40.13,9.79,15.28
2024-04-11,6.69,41.28,40.0,9.96,15.27
2024-04-12,6.74,41.02,39.73,10.1,15.02
2024-04-15,6.9,41.19,41.05,10.14,15.21
2024-04-16,7.0,40.96,41.7,9.92,15.23
2024-04-17,7.21,41.87,41.9,10.05,15.19
2024-04-18,7.29,41.77,41.36,9.62,15.36
2024-04-19,7.36,42.2,41.89,9.57,15.23
2024-04-22,7.28,41.93,40.3,9.5,15.09
2024-04-23,7.03,41.5,39.9,9.31,15.01
2024-04-24,7.07,41.14,39.8,9.72,14.94
2024-04-25,7.11,40.83,39.96,9.47,15.14
2024-04-26,7.09,42.9,39.55,9.42,15.2
2024-04-29,7.03,43.36,39.0,9.22,15.28
2024-04-30,6.95,42.33,39.83,9.36,14.86
2024-05-06,6.97,44.6,39.55,9.44,14.8
2024-05-07,6.86,44.93,39.93,9.23,14.56
2024-05-08,6.84,44.78,41.15,9.15,14.55
2024-05-09,6.95,44.7,40.85,9.17,14.57
2024-05-10,7.03,44.48,40.97,9.26,14.61
2024-05-13,7.1,46.38,40.78,9.46,14.6
2024-05-14,6.95,48.0,40.27,9.49,14.6
2024-05-15,6.92,47.22,40.17,9.12,14.46
2024-05-16,7.0,46.78,39.6,8.93,14.4
2024-05-17,7.02,46.33,39.89,8.81,14.52
2024-05-20,7.01,46.15,40.93,8.96,14.42
2024-05-21,7.0,46.52,41.97,8.89,14.47
2024-05-22,7.09,45.54,41.74,8.91,14.43
2024-05-23,6.96,45.05,42.0,8.73,14.18
2024-05-24,6.91,45.51,41.31,8.93,14.19
2024-05-27,6.99,45.56,42.0,9.12,14.38
2024-05-28,6.99,45.22,42.9,9.11,14.09
2024-05-29,6.99,45.33,43.45,9.17,14.13
2024-05-30,6.98,44.5,43.09,8.91,14.23
2024-05-31,6.9,44.57,42.33,8.96,14.07
2024-06-03,6.95,43.88,43.34,9.0,14.4
2024-06-04,7.07,44.88,42.34,9.2,14.26
2024-06-05,7.05,44.33,42.75,9.1,14.17
2024-06-06,7.04,44.75,44.16,9.27,14.14
2024-06-07,6.99,44.04,44.15,9.4,14.11
2024-06-11,6.84,44.19,43.44,9.22,14.1
2024-06-12,6.89,44.25,44.65,9.34,14.19
2024-06-13,6.65,42.65,44.58,9.4,13.97
2024-06-14,6.8,42.35,44.35,9.25,14.3
2024-06-17,6.49,42.27,43.54,9.07,14.32
2024-06-18,6.56,42.65,43.57,9.14,14.36
2024-06-19,6.64,42.74,43.44,9.04,14.16
2024-06-20,6.66,41.11,44.63,9.12,14.02
2024-06-21,6.58,40.9,44.11,9.07,14.05
2024-06-24,6.57,38.26,44.25,9.25,14.0
2024-06-25,6.59,38.39,43.93,9.25,13.96
2024-06-26,6.6,39.46,43.75,9.21,13.94
2024-06-27,6.56,38.56,43.5,9.2,13.79
2024-06-28,6.65,38.21,44.37,9.62,13.86
2024-07-01,6.76,39.25,45.28,9.78,13.86
2024-07-02,6.99,38.86,45.8,9.81,13.75
2024-07-03,6.98,38.44,45.25,9.77,13.77
2024-07-04,6.99,38.06,45.4,9.73,13.7
2024-07-05,7.0,38.53,45.1,9.63,13.62
2024-07-08,7.06,37.78,43.38,9.72,13.38
2024-07-09,7.05,37.57,43.4,9.75,13.5
2024-07-10,6.92,36.38,41.71,9.35,13.82
2024-07-11,6.95,37.43,41.68,8.97,14.02
2024-07-12,6.94,37.09,41.21,8.7,14.2
2024-07-15,7.0,37.33,42.39,8.82,14.23
2024-07-16,7.01,37.5,42.41,8.8,14.52
2024-07-17,7.03,38.09,41.72,8.59,14.81
2024-07-18,7.09,38.96,42.05,8.76,14.77
2024-07-19,7.07,39.33,41.97,8.75,14.87
2024-07-22,7.11,39.68,41.73,8.46,14.91
2024-07-23,6.93,38.05,41.06,8.23,14.69
2024-07-24,6.96,37.53,41.76,8.31,14.49
2024-07-25,6.91,36.66,41.25,8.29,14.5
2024-07-26,6.84,36.74,40.8,8.27,14.43
2024-07-29,6.96,36.19,40.84,8.35,14.6
2024-07-30,6.93,35.51,39.8,8.21,14.45
2024-07-31,6.8,37.29,39.75,7.95,14.68
2024-08-01,6.82,36.24,39.41,7.74,14.73
2024-08-02,6.72,36.29,39.11,7.54,14.55
2024-08-05,6.52,36.73,38.47,7.37,14.52
2024-08-06,6.45,37.34,38.15,7.52,14.25
2024-08-07,6.42,37.01,38.88,7.54,14.18
2024-08-08,6.38,37.37,38.89,7.43,14.08
2024-08-09,6.35,36.8,39.05,7.39,13.86
2024-08-12,6.27,36.93,39.3,7.36,13.74
2024-08-13,6.3,36.4,39.08,7.36,13.65
2024-08-14,6.13,36.08,39.13,7.39,13.33
2024-08-15,6.14,36.23,40.19,7.49,13.46
2024-08-16,6.1,36.29,40.53,7.39,13.08
2024-08-19,6.1,36.3,40.35,7.35,13.09
2024-08-20,6.01,35.73,39.69,7.24,12.88
2024-08-21,6.04,35.52,39.77,7.18,12.84
2024-08-22,5.97,35.2,39.93,7.21,12.67
2024-08-23,5.98,35.52,40.28,7.12,13.0
2024-08-26,6.01,34.9,40.35,7.0,12.88
2024-08-27,6.05,33.9,41.7,6.96,12.76
2024-08-28,5.99,33.96,41.41,7.04,12.55
2024-08-29,5.85,34.36,40.75,6.94,12.55
2024-08-30,5.96,35.17,40.55,6.94,12.56
2024-09-02,5.93,34.68,41.08,6.94,12.17
2024-09-03,5.87,34.94,40.18,6.84,12.23
2024-09-04,5.85,34.33,39.66,6.76,12.09
2024-09-05,5.83,34.43,38.72,6.76,12.15
2024-09-06,5.81,34.2,38.04,6.67,12.28
2024-09-09,5.67,33.65,37.22,6.6,12.14
2024-09-10,5.67,33.08,37.49,6.59,11.79
2024-09-11,5.58,32.4,36.74,6.38,11.82
2024-09-12,5.6,31.83,37.61,6.4,11.67
2024-09-13,5.58,31.52,37.85,6.42,11.55
2024-09-18,5.58,31.21,38.24,6.44,11.78
2024-09-19,5.6,31.75,38.0,6.54,11.83
2024-09-20,5.61,31.88,38.5,6.46,11.86
2024-09-23,5.72,31.35,39.1,6.65,11.89
2024-09-24,6.0,32.88,41.18,6.87,12.23
2024-09-25,6.17,33.41,41.78,6.88,12.56
2024-09-26,6.38,35.9,42.73,7.03,13.22
2024-09-27,6.41,38.24,41.81,7.24,13.57
2024-09-30,6.94,42.06,43.6,7.71,14.63
2024-10-08,7.03,43.42,42.44,7.94,14.91
2024-10-09,6.39,39.12,40.35,7.45,13.59
2024-10-10,6.76,39.09,42.95,7.57,13.92
2024-10-11,6.77,37.38,42.6,7.31,13.67
2024-10-14,6.93,37.58,42.67,7.26,13.63
2024-10-15,6.66,36.4,41.81,7.08,13.2
2024-10-16,6.72,36.02,41.53,7.07,13.07
2024-10-17,6.54,35.6,40.99,6.92,12.8
2024-10-18,6.56,37.24,41.98,7.05,13.11
2024-10-21,6.52,39.22,41.32,7.01,12.94
2024-10-22,6.57,39.72,41.44,7.32,13.12
2024-10-23,6.65,39.44,41.05,7.31,13.45
2024-10-24,6.59,39.4,41.29,7.36,13.18
2024-10-25,6.59,39.05,40.93,7.28,13.35
2024-10-28,6.91,39.35,41.1,7.48,13.45
2024-10-29,6.77,39.03,40.98,7.27,13.3
2024-10-30,6.56,40.05,40.44,7.11,13.18
2024-10-31,6.52,39.6,40.04,7.26,12.87
2024-11-01,6.68,40.4,41.07,7.2,12.89
2024-11-04,6.69,40.21,40.75,7.21,13.17
2024-11-05,6.78,40.72,41.03,7.27,13.27
2024-11-06,6.79,40.84,40.33,7.24,13.28
2024-11-07,6.95,42.18,40.81,7.35,13.56
2024-11-08,6.83,42.69,40.19,7.32,13.43
2024-11-11,6.71,42.94,39.38,7.35,13.83
2024-11-12,6.61,42.54,38.91,7.28,15.21
2024-11-13,6.63,42.46,39.37,7.31,16.73
2024-11-14,6.55,42.0,39.61,7.21,16.72
2024-11-15,6.58,41.01,40.14,7.12,17.27
2024-11-18,6.8,41.08,41.43,7.22,18.35
2024-11-19,6.73,41.48,41.11,7.11,16.52
2024-11-20,6.73,41.1,41.04,7.17,17.15
2024-11-21,6.77,40.9,41.19,7.2,18.28
2024-11-22,6.56,39.53,39.8,6.99,17.98
2024-11-25,6.56,39.22,40.11,6.92,19.5
2024-11-26,6.52,39.47,39.8,6.88,18.37
2024-11-27,6.6,39.84,40.6,6.96,17.93
2024-11-28,6.62,39.39,40.27,6.9,17.43
2024-11-29,6.62,40.76,39.96,6.97,17.58
2024-12-02,6.78,41.25,39.61,7.06,19.0
2024-12-03,6.82,40.95,40.23,7.1,18.93
2024-12-04,6.82,40.76,42.1,7.09,17.85
2024-12-05,6.83,40.76,41.92,7.06,18.28
2024-12-06,6.92,40.61,42.34,7.13,17.76
2024-12-09,6.95,40.19,42.5,7.19,18.07
2024-12-10,6.91,40.71,42.54,7.11,17.97
2024-12-11,6.99,41.21,43.38,7.13,17.72
2024-12-12,6.89,41.65,43.11,7.15,17.42
2024-12-13,6.75,40.9,42.6,7.0,18.74
2024-12-16,6.79,40.26,43.45,7.14,18.23
2024-12-17,6.86,39.95,42.8,7.05,18.27
2024-12-18,7.02,40.0,43.06,7.15,18.98
2024-12-19,6.89,41.6,42.61,7.03,18.33
2024-12-20,6.78,42.21,41.34,6.89,18.19
2024-12-23,6.99,41.7,41.78,6.97,18.13
2024-12-24,7.02,41.58,41.74,7.01,18.62
2024-12-25,7.11,41.6,42.9,6.96,18.85
2024-12-26,6.99,41.29,42.13,6.79,18.84
2024-12-27,7.04,41.3,42.19,6.87,19.81
2024-12-30,7.04,41.46,42.78,6.84,21.04
2024-12-31,7.0,40.59,43.48,6.77,20.76
